,public_date,de_ratio,ptb,debt_assets,inv_turn,at_turn,rect_turn,cash_ratio,pe_inc,gpm,roe,roa,cfm,cash_debt,TICKER,permno,Unnamed: 0,PERMNO,tentativeSICCD,starting_date,end_date,correct_siccd,start_of_month,end_of_month,month_key
48687,2015-04-30,0.966,1.713,0.482,18.232,1.048,11.928,0.072,11.496,0.18,0.152,0.148,0.14,0.268,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2015-04-01,2015-04-30,2015-04
48689,2015-05-31,0.947,1.695,0.477,15.785,0.941,11.172,0.083,12.774,0.178,0.13,0.128,0.142,0.268,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2015-05-01,2015-05-31,2015-05
48691,2015-06-30,0.947,1.655,0.477,15.785,0.941,11.172,0.083,12.474,0.178,0.13,0.128,0.142,0.268,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2015-06-01,2015-06-30,2015-06
48693,2015-07-31,0.947,1.576,0.477,15.785,0.941,11.172,0.083,11.876,0.178,0.13,0.128,0.142,0.268,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2015-07-01,2015-07-31,2015-07
48695,2015-08-31,0.956,1.479,0.48,14.491,0.854,10.827,0.079,13.388,0.182,0.11,0.116,0.141,0.268,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2015-08-01,2015-08-31,2015-08
48697,2015-09-30,0.956,1.462,0.48,14.491,0.854,10.827,0.079,13.23,0.182,0.11,0.116,0.141,0.268,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2015-09-01,2015-09-30,2015-09
48699,2015-10-31,0.956,1.627,0.48,14.491,0.854,10.827,0.079,14.722,0.182,0.11,0.116,0.141,0.268,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2015-10-01,2015-10-31,2015-10
48701,2015-11-30,0.968,1.627,0.483,12.908,0.758,10.353,0.079,17.228,0.186,0.093,0.102,0.146,0.268,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2015-11-01,2015-11-30,2015-11
48703,2015-12-31,0.968,1.553,0.483,12.908,0.758,10.353,0.079,16.445,0.186,0.093,0.102,0.146,0.268,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2015-12-01,2015-12-31,2015-12
48705,2016-01-31,0.968,1.551,0.483,12.908,0.758,10.353,0.079,16.424,0.186,0.093,0.102,0.146,0.268,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2016-01-01,2016-01-31,2016-01
48707,2016-02-29,0.936,1.603,0.475,11.716,0.69,9.891,0.069,20.818,0.186,0.077,0.09,0.146,0.19,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2016-02-01,2016-02-29,2016-02
48709,2016-03-31,0.936,1.672,0.475,11.716,0.69,9.891,0.069,21.712,0.186,0.077,0.09,0.146,0.19,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2016-03-01,2016-03-31,2016-03
48711,2016-04-30,0.936,1.767,0.475,11.716,0.69,9.891,0.069,22.961,0.186,0.077,0.09,0.146,0.19,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2016-04-01,2016-04-30,2016-04
48713,2016-05-31,0.958,1.771,0.48,10.907,0.643,10.017,0.08,28.624,0.185,0.062,0.081,0.144,0.19,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2016-05-01,2016-05-31,2016-05
48715,2016-06-30,0.958,1.864,0.48,10.907,0.643,10.017,0.08,30.141,0.185,0.062,0.081,0.144,0.19,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2016-06-01,2016-06-30,2016-06
48717,2016-07-31,0.958,1.769,0.48,10.907,0.643,10.017,0.08,28.601,0.185,0.062,0.081,0.144,0.19,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2016-07-01,2016-07-31,2016-07
48719,2016-08-31,0.955,1.749,0.48,10.326,0.603,9.819,0.082,34.579,0.184,0.05,0.073,0.144,0.19,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2016-08-01,2016-08-31,2016-08
48721,2016-09-30,0.955,1.752,0.48,10.326,0.603,9.819,0.082,34.635,0.184,0.05,0.073,0.144,0.19,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2016-09-01,2016-09-30,2016-09
48723,2016-10-31,0.955,1.672,0.48,10.326,0.603,9.819,0.082,33.063,0.184,0.05,0.073,0.144,0.19,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2016-10-01,2016-10-31,2016-10
48725,2016-11-30,0.953,1.762,0.479,10.173,0.578,9.614,0.088,40.794,0.177,0.043,0.065,0.143,0.19,XOM,11850,284,11850,2911,2010-01-04,2016-12-19,2911,2016-11-01,2016-11-30,2016-11
48728,2016-12-31,0.953,1.822,0.479,10.173,0.578,9.614,0.088,42.178,0.177,0.043,0.065,0.143,0.19,XOM,11850,283,11850,1311,2016-12-19,,1311,2016-12-01,2016-12-31,2016-12
48730,2017-01-31,0.953,1.693,0.479,10.173,0.578,9.614,0.088,39.201,0.177,0.043,0.065,0.143,0.19,XOM,11850,283,11850,1311,2016-12-19,,1311,2017-01-01,2017-01-31,2017-01
48732,2017-02-28,0.935,1.675,0.474,10.344,0.592,9.572,0.077,43.255,0.18,0.038,0.07,0.155,0.141,XOM,11850,283,11850,1311,2016-12-19,,1311,2017-02-01,2017-02-28,2017-02
48734,2017-03-31,0.935,1.689,0.474,10.344,0.592,9.572,0.077,43.622,0.18,0.038,0.07,0.155,0.141,XOM,11850,283,11850,1311,2016-12-19,,1311,2017-03-01,2017-03-31,2017-03
48736,2017-04-30,0.935,1.719,0.474,10.344,0.592,9.572,0.077,43.431,0.18,0.038,0.07,0.155,0.141,XOM,11850,283,11850,1311,2016-12-19,,1311,2017-04-01,2017-04-30,2017-04
48738,2017-05-31,0.941,1.61,0.475,11.284,0.624,9.91,0.089,33.542,0.185,0.049,0.08,0.155,0.141,XOM,11850,283,11850,1311,2016-12-19,,1311,2017-05-01,2017-05-31,2017-05
48740,2017-06-30,0.941,1.614,0.475,11.284,0.624,9.91,0.089,33.638,0.185,0.049,0.08,0.155,0.141,XOM,11850,283,11850,1311,2016-12-19,,1311,2017-06-01,2017-06-30,2017-06
48742,2017-07-31,0.941,1.6,0.475,11.284,0.624,9.91,0.089,33.35,0.185,0.049,0.08,0.155,0.141,XOM,11850,283,11850,1311,2016-12-19,,1311,2017-07-01,2017-07-31,2017-07
48744,2017-08-31,0.917,1.513,0.469,11.637,0.639,10.213,0.088,27.556,0.187,0.057,0.084,0.158,0.141,XOM,11850,283,11850,1311,2016-12-19,,1311,2017-08-01,2017-08-31,2017-08
48746,2017-09-30,0.917,1.625,0.469,11.637,0.639,10.213,0.088,29.596,0.187,0.057,0.084,0.158,0.141,XOM,11850,283,11850,1311,2016-12-19,,1311,2017-09-01,2017-09-30,2017-09
48748,2017-10-31,0.917,1.652,0.469,11.637,0.639,10.213,0.088,30.09,0.187,0.057,0.084,0.158,0.141,XOM,11850,283,11850,1311,2016-12-19,,1311,2017-10-01,2017-10-31,2017-10
48750,2017-11-30,0.899,1.629,0.464,11.69,0.658,10.244,0.082,27.13,0.194,0.063,0.093,0.158,0.141,XOM,11850,283,11850,1311,2016-12-19,,1311,2017-11-01,2017-11-30,2017-11
48752,2017-12-31,0.899,1.635,0.464,11.69,0.658,10.244,0.082,27.244,0.194,0.063,0.093,0.158,0.141,XOM,11850,283,11850,1311,2016-12-19,,1311,2017-12-01,2017-12-31,2017-12
48754,2018-01-31,0.899,1.707,0.464,11.69,0.658,10.244,0.082,28.436,0.194,0.063,0.093,0.158,0.141,XOM,11850,283,11850,1311,2016-12-19,,1311,2018-01-01,2018-01-31,2018-01
48756,2018-02-28,0.822,1.496,0.442,12.001,0.699,10.094,0.055,16.359,0.189,0.095,0.094,0.168,0.195,XOM,11850,283,11850,1311,2016-12-19,,1311,2018-02-01,2018-02-28,2018-02
48758,2018-03-31,0.822,1.473,0.442,12.001,0.699,10.094,0.055,16.114,0.189,0.095,0.094,0.168,0.195,XOM,11850,283,11850,1311,2016-12-19,,1311,2018-03-01,2018-03-31,2018-03
48760,2018-04-30,0.822,1.534,0.442,12.001,0.699,10.094,0.055,16.793,0.189,0.095,0.094,0.168,0.195,XOM,11850,283,11850,1311,2016-12-19,,1311,2018-04-01,2018-04-30,2018-04
48762,2018-05-31,0.848,1.6,0.45,11.866,0.708,10.381,0.07,17.031,0.191,0.095,0.099,0.164,0.195,XOM,11850,283,11850,1311,2016-12-19,,1311,2018-05-01,2018-05-31,2018-05
48764,2018-06-30,0.848,1.629,0.45,11.866,0.708,10.381,0.07,17.344,0.191,0.095,0.099,0.164,0.195,XOM,11850,283,11850,1311,2016-12-19,,1311,2018-06-01,2018-06-30,2018-06
48766,2018-07-31,0.848,1.606,0.45,11.866,0.708,10.381,0.07,17.088,0.191,0.095,0.099,0.164,0.195,XOM,11850,283,11850,1311,2016-12-19,,1311,2018-07-01,2018-07-31,2018-07
48768,2018-08-31,0.837,1.586,0.447,12.069,0.75,10.406,0.064,16.328,0.189,0.097,0.105,0.157,0.195,XOM,11850,283,11850,1311,2016-12-19,,1311,2018-08-01,2018-08-31,2018-08
48770,2018-09-30,0.837,1.682,0.447,12.069,0.75,10.406,0.064,17.316,0.189,0.097,0.105,0.157,0.195,XOM,11850,283,11850,1311,2016-12-19,,1311,2018-09-01,2018-09-30,2018-09
48772,2018-10-31,0.837,1.576,0.447,12.069,0.75,10.406,0.064,16.228,0.189,0.097,0.105,0.157,0.195,XOM,11850,283,11850,1311,2016-12-19,,1311,2018-10-01,2018-10-31,2018-10
48774,2018-11-30,0.824,1.548,0.443,12.399,0.789,10.514,0.067,14.614,0.189,0.108,0.112,0.156,0.195,XOM,11850,283,11850,1311,2016-12-19,,1311,2018-11-01,2018-11-30,2018-11
48776,2018-12-31,0.824,1.328,0.443,12.399,0.789,10.514,0.067,12.535,0.189,0.108,0.112,0.156,0.195,XOM,11850,283,11850,1311,2016-12-19,,1311,2018-12-01,2018-12-31,2018-12
48778,2019-01-31,0.824,1.427,0.443,12.399,0.789,10.514,0.067,13.471,0.189,0.108,0.112,0.156,0.195,XOM,11850,283,11850,1311,2016-12-19,,1311,2019-01-01,2019-01-31,2019-01
48780,2019-02-28,0.77,1.529,0.427,12.546,0.804,11.107,0.053,16.195,0.193,0.096,0.118,0.144,0.244,XOM,11850,283,11850,1311,2016-12-19,,1311,2019-02-01,2019-02-28,2019-02
48782,2019-03-31,0.77,1.563,0.427,12.546,0.804,11.107,0.053,16.557,0.193,0.096,0.118,0.144,0.244,XOM,11850,283,11850,1311,2016-12-19,,1311,2019-03-01,2019-03-31,2019-03
48784,2019-04-30,0.77,1.551,0.427,12.546,0.804,11.107,0.053,16.451,0.193,0.096,0.118,0.144,0.244,XOM,11850,283,11850,1311,2016-12-19,,1311,2019-04-01,2019-04-30,2019-04
48786,2019-05-31,0.814,1.37,0.44,12.009,0.784,10.332,0.067,16.306,0.188,0.086,0.111,0.138,0.244,XOM,11850,283,11850,1311,2016-12-19,,1311,2019-05-01,2019-05-31,2019-05
48788,2019-06-30,0.814,1.484,0.44,12.009,0.784,10.332,0.067,17.657,0.188,0.086,0.111,0.138,0.244,XOM,11850,283,11850,1311,2016-12-19,,1311,2019-06-01,2019-06-30,2019-06
48790,2019-07-31,0.814,1.44,0.44,12.009,0.784,10.332,0.067,17.134,0.188,0.086,0.111,0.138,0.244,XOM,11850,283,11850,1311,2016-12-19,,1311,2019-07-01,2019-07-31,2019-07
48792,2019-08-31,0.818,1.328,0.441,11.82,0.766,10.17,0.068,16.501,0.185,0.082,0.107,0.137,0.244,XOM,11850,283,11850,1311,2016-12-19,,1311,2019-08-01,2019-08-31,2019-08
48794,2019-09-30,0.818,1.369,0.441,11.82,0.766,10.17,0.068,17.014,0.185,0.082,0.107,0.137,0.244,XOM,11850,283,11850,1311,2016-12-19,,1311,2019-09-01,2019-09-30,2019-09
48796,2019-10-31,0.818,1.31,0.441,11.82,0.766,10.17,0.068,16.282,0.185,0.082,0.107,0.137,0.244,XOM,11850,283,11850,1311,2016-12-19,,1311,2019-10-01,2019-10-31,2019-10
48798,2019-11-30,0.825,1.332,0.443,11.608,0.733,10.008,0.067,19.805,0.18,0.067,0.097,0.132,0.244,XOM,11850,283,11850,1311,2016-12-19,,1311,2019-11-01,2019-11-30,2019-11
48800,2019-12-31,0.825,1.364,0.443,11.608,0.733,10.008,0.067,20.285,0.18,0.067,0.097,0.132,0.244,XOM,11850,283,11850,1311,2016-12-19,,1311,2019-12-01,2019-12-31,2019-12
48802,2020-01-31,0.825,1.215,0.443,11.608,0.733,10.008,0.067,18.058,0.18,0.067,0.097,0.132,0.244,XOM,11850,283,11850,1311,2016-12-19,,1311,2020-01-01,2020-01-31,2020-01
48804,2020-02-29,0.854,1.002,0.451,11.266,0.721,9.893,0.048,15.31,0.174,0.066,0.09,0.132,0.182,XOM,11850,283,11850,1311,2016-12-19,,1311,2020-02-01,2020-02-29,2020-02
48806,2020-03-31,0.854,0.74,0.451,11.266,0.721,9.893,0.048,11.301,0.174,0.066,0.09,0.132,0.182,XOM,11850,283,11850,1311,2016-12-19,,1311,2020-03-01,2020-03-31,2020-03
48808,2020-04-30,0.854,0.905,0.451,11.266,0.721,9.893,0.048,13.83,0.174,0.066,0.09,0.132,0.182,XOM,11850,283,11850,1311,2016-12-19,,1311,2020-04-01,2020-04-30,2020-04
48810,2020-05-31,0.868,0.929,0.456,11.598,0.693,9.935,0.091,17.03,0.168,0.052,0.082,0.126,0.182,XOM,11850,283,11850,1311,2016-12-19,,1311,2020-05-01,2020-05-31,2020-05
48812,2020-06-30,0.868,0.914,0.456,11.598,0.693,9.935,0.091,16.749,0.168,0.052,0.082,0.126,0.182,XOM,11850,283,11850,1311,2016-12-19,,1311,2020-06-01,2020-06-30,2020-06
48814,2020-07-31,0.868,0.86,0.456,11.598,0.693,9.935,0.091,15.76,0.168,0.052,0.082,0.126,0.182,XOM,11850,283,11850,1311,2016-12-19,,1311,2020-07-01,2020-07-31,2020-07
48816,2020-08-31,0.897,0.824,0.464,9.805,0.594,9.28,0.13,23.774,0.172,0.033,0.069,0.126,0.182,XOM,11850,283,11850,1311,2016-12-19,,1311,2020-08-01,2020-08-31,2020-08
48818,2020-09-30,0.897,0.708,0.464,9.805,0.594,9.28,0.13,20.435,0.172,0.033,0.069,0.126,0.182,XOM,11850,283,11850,1311,2016-12-19,,1311,2020-09-01,2020-09-30,2020-09
48820,2020-10-31,0.897,0.673,0.464,9.805,0.594,9.28,0.13,19.417,0.172,0.033,0.069,0.126,0.182,XOM,11850,283,11850,1311,2016-12-19,,1311,2020-10-01,2020-10-31,2020-10
48822,2020-11-30,0.928,0.799,0.472,9.026,0.545,9.021,0.148,48.885,0.164,0.016,0.057,0.118,0.182,XOM,11850,283,11850,1311,2016-12-19,,1311,2020-11-01,2020-11-30,2020-11
48824,2020-12-31,0.928,0.863,0.472,9.026,0.545,9.021,0.148,52.846,0.164,0.016,0.057,0.118,0.182,XOM,11850,283,11850,1311,2016-12-19,,1311,2020-12-01,2020-12-31,2020-12
48826,2021-01-31,0.928,0.939,0.472,9.026,0.545,9.021,0.148,57.487,0.164,0.016,0.057,0.118,0.182,XOM,11850,283,11850,1311,2016-12-19,,1311,2021-01-01,2021-01-31,2021-01
48828,2021-02-28,1.073,1.313,0.507,9.442,0.514,7.511,0.077,-10.356,0.012,-0.114,-0.026,-0.021,0.087,XOM,11850,283,11850,1311,2016-12-19,,1311,2021-02-01,2021-02-28,2021-02
48830,2021-03-31,1.073,1.348,0.507,9.442,0.514,7.511,0.077,-10.634,0.012,-0.114,-0.026,-0.021,0.087,XOM,11850,283,11850,1311,2016-12-19,,1311,2021-03-01,2021-03-31,2021-03
48832,2021-04-30,1.073,1.381,0.507,9.442,0.514,7.511,0.077,-10.903,0.012,-0.114,-0.026,-0.021,0.087,XOM,11850,283,11850,1311,2016-12-19,,1311,2021-04-01,2021-04-30,2021-04
48834,2021-05-31,1.021,1.411,0.495,9.449,0.522,8.583,0.127,-13.058,0.024,-0.097,-0.018,-0.002,0.087,XOM,11850,283,11850,1311,2016-12-19,,1311,2021-05-01,2021-05-31,2021-05
48836,2021-06-30,1.021,1.525,0.495,9.449,0.522,8.583,0.127,-14.112,0.024,-0.097,-0.018,-0.002,0.087,XOM,11850,283,11850,1311,2016-12-19,,1311,2021-06-01,2021-06-30,2021-06
48838,2021-07-31,1.021,1.392,0.495,9.449,0.522,8.583,0.127,-12.879,0.024,-0.097,-0.018,-0.002,0.087,XOM,11850,283,11850,1311,2016-12-19,,1311,2021-07-01,2021-07-31,2021-07
48840,2021-08-31,1.051,1.303,0.502,10.973,0.63,9.149,0.086,-17.531,0.05,-0.07,0.0,0.026,0.087,XOM,11850,283,11850,1311,2016-12-19,,1311,2021-08-01,2021-08-31,2021-08
48842,2021-09-30,1.051,1.406,0.502,10.973,0.63,9.149,0.086,-18.913,0.05,-0.07,0.0,0.026,0.087,XOM,11850,283,11850,1311,2016-12-19,,1311,2021-09-01,2021-09-30,2021-09
48844,2021-10-31,1.051,1.541,0.502,10.973,0.63,9.149,0.086,-20.73,0.05,-0.07,0.0,0.026,0.087,XOM,11850,283,11850,1311,2016-12-19,,1311,2021-10-01,2021-10-31,2021-10
48846,2021-11-30,1.073,1.411,0.507,11.668,0.72,9.329,0.067,-43.05,0.08,-0.032,0.026,0.055,0.087,XOM,11850,283,11850,1311,2016-12-19,,1311,2021-11-01,2021-11-30,2021-11
48848,2021-12-31,1.073,1.442,0.507,11.668,0.72,9.329,0.067,-44.022,0.08,-0.032,0.026,0.055,0.087,XOM,11850,283,11850,1311,2016-12-19,,1311,2021-12-01,2021-12-31,2021-12
48850,2022-01-31,1.073,1.791,0.507,11.668,0.72,9.329,0.067,-54.647,0.08,-0.032,0.026,0.055,0.087,XOM,11850,283,11850,1311,2016-12-19,,1311,2022-01-01,2022-01-31,2022-01
48852,2022-02-28,0.968,1.759,0.482,11.833,0.824,10.448,0.12,14.549,0.195,0.127,0.129,0.155,0.295,XOM,11850,283,11850,1311,2016-12-19,,1311,2022-02-01,2022-02-28,2022-02
48854,2022-03-31,0.968,1.853,0.482,11.833,0.824,10.448,0.12,15.323,0.195,0.127,0.129,0.155,0.295,XOM,11850,283,11850,1311,2016-12-19,,1311,2022-03-01,2022-03-31,2022-03
48856,2022-04-30,0.968,1.909,0.482,11.833,0.824,10.448,0.12,15.816,0.195,0.127,0.129,0.155,0.295,XOM,11850,283,11850,1311,2016-12-19,,1311,2022-04-01,2022-04-30,2022-04
48858,2022-05-31,1.039,2.143,0.499,12.3,0.898,9.258,0.103,15.92,0.2,0.143,0.151,0.147,0.295,XOM,11850,283,11850,1311,2016-12-19,,1311,2022-05-01,2022-05-31,2022-05
48860,2022-06-30,1.039,1.911,0.499,12.3,0.898,9.258,0.103,14.202,0.2,0.143,0.151,0.147,0.295,XOM,11850,283,11850,1311,2016-12-19,,1311,2022-06-01,2022-06-30,2022-06
48862,2022-07-31,1.039,2.164,0.499,12.3,0.898,9.258,0.103,16.075,0.2,0.143,0.151,0.147,0.295,XOM,11850,283,11850,1311,2016-12-19,,1311,2022-07-01,2022-07-31,2022-07
48864,2022-08-31,1.027,2.011,0.496,13.078,1.008,9.262,0.153,10.458,0.219,0.212,0.194,0.166,0.295,XOM,11850,283,11850,1311,2016-12-19,,1311,2022-08-01,2022-08-31,2022-08
48866,2022-09-30,1.027,1.837,0.496,13.078,1.008,9.262,0.153,9.553,0.219,0.212,0.194,0.166,0.295,XOM,11850,283,11850,1311,2016-12-19,,1311,2022-09-01,2022-09-30,2022-09
48868,2022-10-31,1.027,2.331,0.496,13.078,1.008,9.262,0.153,12.124,0.219,0.212,0.194,0.166,0.295,XOM,11850,283,11850,1311,2016-12-19,,1311,2022-10-01,2022-10-31,2022-10
48870,2022-11-30,1.001,2.211,0.49,13.397,1.081,9.377,0.238,9.089,0.233,0.275,0.226,0.187,0.295,XOM,11850,283,11850,1311,2016-12-19,,1311,2022-11-01,2022-11-30,2022-11
48872,2022-12-31,1.001,2.19,0.49,13.397,1.081,9.377,0.238,9.004,0.233,0.275,0.226,0.187,0.295,XOM,11850,283,11850,1311,2016-12-19,,1311,2022-12-01,2022-12-31,2022-12
141630,2010-01-31,1.513,3.008,0.594,8.319,2.417,109.56,0.122,15.577,0.27,0.204,0.183,0.052,0.241,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2010-01-01,2010-01-31,2010-01
141632,2010-02-28,1.513,3.044,0.594,8.319,2.417,109.56,0.122,15.764,0.27,0.204,0.183,0.052,0.241,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2010-02-01,2010-02-28,2010-02
141634,2010-03-31,1.378,2.845,0.571,8.793,2.431,100.908,0.142,15.027,0.267,0.203,0.175,0.054,0.269,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2010-03-01,2010-03-31,2010-03
141636,2010-04-30,1.378,2.739,0.571,8.793,2.431,100.908,0.142,14.497,0.267,0.203,0.175,0.054,0.269,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2010-04-01,2010-04-30,2010-04
141638,2010-05-31,1.378,2.581,0.571,8.793,2.431,100.908,0.142,13.665,0.267,0.203,0.175,0.054,0.269,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2010-05-01,2010-05-31,2010-05
141640,2010-06-30,1.493,2.688,0.591,8.531,2.409,104.472,0.129,12.584,0.272,0.218,0.191,0.055,0.269,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2010-06-01,2010-06-30,2010-06
141642,2010-07-31,1.493,2.863,0.591,8.531,2.409,104.472,0.129,13.401,0.272,0.218,0.191,0.055,0.269,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2010-07-01,2010-07-31,2010-07
141644,2010-08-31,1.493,2.804,0.591,8.531,2.409,104.472,0.129,13.126,0.272,0.218,0.191,0.055,0.269,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2010-08-01,2010-08-31,2010-08
141646,2010-09-30,1.543,3.011,0.598,8.538,2.397,99.852,0.133,13.723,0.271,0.217,0.189,0.055,0.269,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2010-09-01,2010-09-30,2010-09
141648,2010-10-31,1.543,3.047,0.598,8.538,2.397,99.852,0.133,13.89,0.271,0.217,0.189,0.055,0.269,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2010-10-01,2010-10-31,2010-10
141650,2010-11-30,1.543,3.043,0.598,8.538,2.397,99.852,0.133,13.869,0.271,0.217,0.189,0.055,0.269,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2010-11-01,2010-11-30,2010-11
141652,2010-12-31,1.613,2.932,0.608,8.454,2.365,96.994,0.147,13.349,0.271,0.223,0.189,0.055,0.269,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2010-12-01,2010-12-31,2010-12
141654,2011-01-31,1.613,3.048,0.608,8.454,2.365,96.994,0.147,13.879,0.271,0.223,0.189,0.055,0.269,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2011-01-01,2011-01-31,2011-01
141656,2011-02-28,1.613,2.826,0.608,8.454,2.365,96.994,0.147,12.866,0.271,0.223,0.189,0.055,0.269,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2011-02-01,2011-02-28,2011-02
141658,2011-03-31,1.59,2.517,0.603,8.856,2.391,90.981,0.126,11.644,0.268,0.211,0.178,0.056,0.217,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2011-03-01,2011-03-31,2011-03
141660,2011-04-30,1.59,2.655,0.603,8.856,2.391,90.981,0.126,12.3,0.268,0.211,0.178,0.056,0.217,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2011-04-01,2011-04-30,2011-04
141662,2011-05-31,1.59,2.667,0.603,8.856,2.391,90.981,0.126,12.353,0.268,0.211,0.178,0.056,0.217,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2011-05-01,2011-05-31,2011-05
141664,2011-06-30,1.725,2.839,0.623,8.259,2.334,90.788,0.148,11.577,0.271,0.23,0.186,0.056,0.217,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2011-06-01,2011-06-30,2011-06
141666,2011-07-31,1.725,2.816,0.623,8.259,2.334,90.788,0.148,11.484,0.271,0.23,0.186,0.056,0.217,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2011-07-01,2011-07-31,2011-07
141668,2011-08-31,1.725,2.841,0.623,8.259,2.334,90.788,0.148,11.588,0.271,0.23,0.186,0.056,0.217,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2011-08-01,2011-08-31,2011-08
141670,2011-09-30,1.744,2.633,0.623,8.16,2.312,88.529,0.14,11.019,0.271,0.235,0.186,0.056,0.217,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2011-09-01,2011-09-30,2011-09
141672,2011-10-31,1.744,2.877,0.623,8.16,2.312,88.529,0.14,12.042,0.271,0.235,0.186,0.056,0.217,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2011-10-01,2011-10-31,2011-10
141674,2011-11-30,1.744,2.988,0.623,8.16,2.312,88.529,0.14,12.505,0.271,0.235,0.186,0.056,0.217,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2011-11-01,2011-11-30,2011-11
141676,2011-12-31,1.751,3.047,0.623,8.169,2.331,88.488,0.127,12.661,0.269,0.23,0.184,0.055,0.217,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2011-12-01,2011-12-31,2011-12
141678,2012-01-31,1.751,3.129,0.623,8.169,2.331,88.488,0.127,13.0,0.269,0.23,0.184,0.055,0.217,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2012-01-01,2012-01-31,2012-01
141680,2012-02-29,1.751,3.013,0.623,8.169,2.331,88.488,0.127,12.517,0.269,0.23,0.184,0.055,0.217,WMT,55976,11728,55976,5331.0,2010-01-04,2012-03-01,5331.0,2012-02-01,2012-02-29,2012-02
141683,2012-03-31,1.644,2.744,0.606,8.49,2.379,80.709,0.105,13.54,0.265,0.213,0.175,0.055,0.207,WMT,55976,11727,55976,5311,2012-03-01,,5311,2012-03-01,2012-03-31,2012-03
141685,2012-04-30,1.644,2.638,0.606,8.49,2.379,80.709,0.105,13.033,0.265,0.213,0.175,0.055,0.207,WMT,55976,11727,55976,5311,2012-03-01,,5311,2012-04-01,2012-04-30,2012-04
141687,2012-05-31,1.644,2.948,0.606,8.49,2.379,80.709,0.105,14.562,0.265,0.213,0.175,0.055,0.207,WMT,55976,11727,55976,5311,2012-03-01,,5311,2012-05-01,2012-05-31,2012-05
141689,2012-06-30,1.756,3.421,0.621,8.156,2.34,84.665,0.113,15.026,0.263,0.233,0.173,0.055,0.207,WMT,55976,11727,55976,5311,2012-03-01,,5311,2012-06-01,2012-06-30,2012-06
141691,2012-07-31,1.756,3.652,0.621,8.156,2.34,84.665,0.113,16.041,0.263,0.233,0.173,0.055,0.207,WMT,55976,11727,55976,5311,2012-03-01,,5311,2012-07-01,2012-07-31,2012-07
141693,2012-08-31,1.756,3.562,0.621,8.156,2.34,84.665,0.113,15.647,0.263,0.233,0.173,0.055,0.207,WMT,55976,11727,55976,5311,2012-03-01,,5311,2012-08-01,2012-08-31,2012-08
